Unnamed: 0,MSN,StateCode,Year,Amount,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance
2148,SOTCB,ME,2016,418.0,Maine,16.15310798616073,41.0,795948.0
2149,TEPRB,ME,2016,141943.0,Maine,16.15310798616073,41.0,795948.0
2150,TETCB,ME,2016,392025.0,Maine,16.15310798616073,41.0,795948.0
2151,WDEXB,ME,2016,0.0,Maine,16.15310798616073,41.0,795948.0
2152,WDPRB,ME,2016,94739.0,Maine,16.15310798616073,41.0,795948.0
2153,WDTCB,ME,2016,94739.0,Maine,16.15310798616073,41.0,795948.0
2154,WSTCB,ME,2016,3570.0,Maine,16.15310798616073,41.0,795948.0
2155,WWPRB,ME,2016,98309.0,Maine,16.15310798616073,41.0,795948.0
2156,WYTCB,ME,2016,15391.0,Maine,16.15310798616073,41.0,795948.0
2157,BDFDB,MI,2016,1300.0,Michigan,154.5188530754322,61.0,1293489.0
2158,BDPRP,MI,2016,239.0,Michigan,154.5188530754322,61.0,1293489.0
2159,BFFDB,MI,2016,40207.0,Michigan,154.5188530754322,61.0,1293489.0
2160,BFPRP,MI,2016,7063.0,Michigan,154.5188530754322,61.0,1293489.0
2161,CLPRB,MI,2016,0.0,Michigan,154.5188530754322,61.0,1293489.0
2162,CLPRK,MI,2016,0.0,Michigan,154.5188530754322,61.0,1293489.0
2163,CLPRP,MI,2016,0.0,Michigan,154.5188530754322,61.0,1293489.0
2164,COPRK,MI,2016,5.722,Michigan,154.5188530754322,61.0,1293489.0
2165,EMFDB,MI,2016,38907.0,Michigan,154.5188530754322,61.0,1293489.0
2166,ENPRP,MI,2016,6824.0,Michigan,154.5188530754322,61.0,1293489.0
2167,GETCB,MI,2016,5193.0,Michigan,154.5188530754322,61.0,1293489.0
2168,HYTCB,MI,2016,14442.0,Michigan,154.5188530754322,61.0,1293489.0
2169,NCPRB,MI,2016,64076.0,Michigan,154.5188530754322,61.0,1293489.0
2170,NGMPB,MI,2016,108450.0,Michigan,154.5188530754322,61.0,1293489.0
2171,NGMPK,MI,2016,1.063,Michigan,154.5188530754322,61.0,1293489.0
2172,NGMPP,MI,2016,102003.0,Michigan,154.5188530754322,61.0,1293489.0
2173,NUETB,MI,2016,329999.0,Michigan,154.5188530754322,61.0,1293489.0
2174,PAPRB,MI,2016,32266.0,Michigan,154.5188530754322,61.0,1293489.0
2175,PAPRP,MI,2016,5639.0,Michigan,154.5188530754322,61.0,1293489.0
2176,REPRB,MI,2016,216674.0,Michigan,154.5188530754322,61.0,1293489.0
2177,SOTCB,MI,2016,1089.0,Michigan,154.5188530754322,61.0,1293489.0
2178,TEPRB,MI,2016,687389.0,Michigan,154.5188530754322,61.0,1293489.0
2179,TETCB,MI,2016,2806190.0,Michigan,154.5188530754322,61.0,1293489.0
2180,WDEXB,MI,2016,0.0,Michigan,154.5188530754322,61.0,1293489.0
2181,WDPRB,MI,2016,90056.0,Michigan,154.5188530754322,61.0,1293489.0
2182,WDTCB,MI,2016,90056.0,Michigan,154.5188530754322,61.0,1293489.0
2183,WSTCB,MI,2016,22336.0,Michigan,154.5188530754322,61.0,1293489.0
2184,WWPRB,MI,2016,112392.0,Michigan,154.5188530754322,61.0,1293489.0
2185,WYTCB,MI,2016,43351.0,Michigan,154.5188530754322,61.0,1293489.0
2186,BDFDB,MN,2016,9572.0,Minnesota,91.10054342317665,92.0,16796366.0
2187,BDPRP,MN,2016,1762.0,Minnesota,91.10054342317665,92.0,16796366.0
2188,BFFDB,MN,2016,168756.0,Minnesota,91.10054342317665,92.0,16796366.0
2189,BFPRP,MN,2016,29682.0,Minnesota,91.10054342317665,92.0,16796366.0
2190,CLPRB,MN,2016,0.0,Minnesota,91.10054342317665,92.0,16796366.0
2191,CLPRK,MN,2016,0.0,Minnesota,91.10054342317665,92.0,16796366.0
2192,CLPRP,MN,2016,0.0,Minnesota,91.10054342317665,92.0,16796366.0
2193,COPRK,MN,2016,0.0,Minnesota,91.10054342317665,92.0,16796366.0
2194,EMFDB,MN,2016,159184.0,Minnesota,91.10054342317665,92.0,16796366.0
2195,ENPRP,MN,2016,27920.0,Minnesota,91.10054342317665,92.0,16796366.0
2196,GETCB,MN,2016,1075.0,Minnesota,91.10054342317665,92.0,16796366.0
2197,HYTCB,MN,2016,11157.0,Minnesota,91.10054342317665,92.0,16796366.0
2198,NCPRB,MN,2016,104583.0,Minnesota,91.10054342317665,92.0,16796366.0
2199,NGMPB,MN,2016,0.0,Minnesota,91.10054342317665,92.0,16796366.0
2200,NGMPK,MN,2016,0.0,Minnesota,91.10054342317665,92.0,16796366.0
2201,NGMPP,MN,2016,0.0,Minnesota,91.10054342317665,92.0,16796366.0
2202,NUETB,MN,2016,144970.0,Minnesota,91.10054342317665,92.0,16796366.0
2203,PAPRB,MN,2016,0.0,Minnesota,91.10054342317665,92.0,16796366.0
2204,PAPRP,MN,2016,0.0,Minnesota,91.10054342317665,92.0,16796366.0
2205,REPRB,MN,2016,351303.0,Minnesota,91.10054342317665,92.0,16796366.0
2206,SOTCB,MN,2016,645.0,Minnesota,91.10054342317665,92.0,16796366.0
2207,TEPRB,MN,2016,496273.0,Minnesota,91.10054342317665,92.0,16796366.0
2208,TETCB,MN,2016,1838918.0,Minnesota,91.10054342317665,92.0,16796366.0
2209,WDEXB,MN,2016,0.0,Minnesota,91.10054342317665,92.0,16796366.0
2210,WDPRB,MN,2016,63244.0,Minnesota,91.10054342317665,92.0,16796366.0
2211,WDTCB,MN,2016,63244.0,Minnesota,91.10054342317665,92.0,16796366.0
2212,WSTCB,MN,2016,14720.0,Minnesota,91.10054342317665,92.0,16796366.0
2213,WWPRB,MN,2016,77964.0,Minnesota,91.10054342317665,92.0,16796366.0
2214,WYTCB,MN,2016,91706.0,Minnesota,91.10054342317665,92.0,16796366.0
2215,BDFDB,MO,2016,21036.0,Missouri,119.0157079326668,520.0,10631411.0
2216,BDPRP,MO,2016,3872.0,Missouri,119.0157079326668,520.0,10631411.0
2217,BFFDB,MO,2016,58928.0,Missouri,119.0157079326668,520.0,10631411.0
2218,BFPRP,MO,2016,10518.0,Missouri,119.0157079326668,520.0,10631411.0
2219,CLPRB,MO,2016,5125.0,Missouri,119.0157079326668,520.0,10631411.0
2220,CLPRK,MO,2016,21.912,Missouri,119.0157079326668,520.0,10631411.0
2221,CLPRP,MO,2016,234.0,Missouri,119.0157079326668,520.0,10631411.0
2222,COPRK,MO,2016,5.722,Missouri,119.0157079326668,520.0,10631411.0
2223,EMFDB,MO,2016,37892.0,Missouri,119.0157079326668,520.0,10631411.0
2224,ENPRP,MO,2016,6646.0,Missouri,119.0157079326668,520.0,10631411.0
2225,GETCB,MO,2016,352.0,Missouri,119.0157079326668,520.0,10631411.0
2226,HYTCB,MO,2016,11711.0,Missouri,119.0157079326668,520.0,10631411.0
2227,NCPRB,MO,2016,24297.0,Missouri,119.0157079326668,520.0,10631411.0
2228,NGMPB,MO,2016,1.0,Missouri,119.0157079326668,520.0,10631411.0
2229,NGMPK,MO,2016,1.024,Missouri,119.0157079326668,520.0,10631411.0
2230,NGMPP,MO,2016,1.0,Missouri,119.0157079326668,520.0,10631411.0
2231,NUETB,MO,2016,98630.0,Missouri,119.0157079326668,520.0,10631411.0
2232,PAPRB,MO,2016,704.0,Missouri,119.0157079326668,520.0,10631411.0
2233,PAPRP,MO,2016,123.0,Missouri,119.0157079326668,520.0,10631411.0
2234,REPRB,MO,2016,105876.0,Missouri,119.0157079326668,520.0,10631411.0
2235,SOTCB,MO,2016,1876.0,Missouri,119.0157079326668,520.0,10631411.0
2236,TEPRB,MO,2016,210336.0,Missouri,119.0157079326668,520.0,10631411.0
2237,TETCB,MO,2016,1781656.0,Missouri,119.0157079326668,520.0,10631411.0
2238,WDEXB,MO,2016,0.0,Missouri,119.0157079326668,520.0,10631411.0
2239,WDPRB,MO,2016,20211.0,Missouri,119.0157079326668,520.0,10631411.0
2240,WDTCB,MO,2016,20211.0,Missouri,119.0157079326668,520.0,10631411.0
2241,WSTCB,MO,2016,2441.0,Missouri,119.0157079326668,520.0,10631411.0
2242,WWPRB,MO,2016,22652.0,Missouri,119.0157079326668,520.0,10631411.0
2243,WYTCB,MO,2016,10357.0,Missouri,119.0157079326668,520.0,10631411.0
2244,BDFDB,MS,2016,8006.0,Mississippi,62.31469736504895,608.0,96309030.0
2245,BDPRP,MS,2016,1474.0,Mississippi,62.31469736504895,608.0,96309030.0
2246,BFFDB,MS,2016,14736.0,Mississippi,62.31469736504895,608.0,96309030.0
2247,BFPRP,MS,2016,2654.0,Mississippi,62.31469736504895,608.0,96309030.0
2248,CLPRB,MS,2016,32349.0,Mississippi,62.31469736504895,608.0,96309030.0
2249,CLPRK,MS,2016,11.272,Mississippi,62.31469736504895,608.0,96309030.0
2250,CLPRP,MS,2016,2870.0,Mississippi,62.31469736504895,608.0,96309030.0
2251,COPRK,MS,2016,5.722,Mississippi,62.31469736504895,608.0,96309030.0
2252,EMFDB,MS,2016,6731.0,Mississippi,62.31469736504895,608.0,96309030.0
2253,ENPRP,MS,2016,1181.0,Mississippi,62.31469736504895,608.0,96309030.0
2254,GETCB,MS,2016,958.0,Mississippi,62.31469736504895,608.0,96309030.0
2255,HYTCB,MS,2016,0.0,Mississippi,62.31469736504895,608.0,96309030.0
2256,NCPRB,MS,2016,1031.0,Mississippi,62.31469736504895,608.0,96309030.0
2257,NGMPB,MS,2016,50418.0,Mississippi,62.31469736504895,608.0,96309030.0
2258,NGMPK,MS,2016,1.039,Mississippi,62.31469736504895,608.0,96309030.0
2259,NGMPP,MS,2016,48504.0,Mississippi,62.31469736504895,608.0,96309030.0
2260,NUETB,MS,2016,61680.0,Mississippi,62.31469736504895,608.0,96309030.0
2261,PAPRB,MS,2016,116649.0,Mississippi,62.31469736504895,608.0,96309030.0
2262,PAPRP,MS,2016,20386.0,Mississippi,62.31469736504895,608.0,96309030.0
2263,REPRB,MS,2016,78133.0,Mississippi,62.31469736504895,608.0,96309030.0
2264,SOTCB,MS,2016,73.0,Mississippi,62.31469736504895,608.0,96309030.0
2265,TEPRB,MS,2016,339228.0,Mississippi,62.31469736504895,608.0,96309030.0
2266,TETCB,MS,2016,1071689.0,Mississippi,62.31469736504895,608.0,96309030.0
2267,WDEXB,MS,2016,9243.0,Mississippi,62.31469736504895,608.0,96309030.0
2268,WDPRB,MS,2016,60285.0,Mississippi,62.31469736504895,608.0,96309030.0
2269,WDTCB,MS,2016,51042.0,Mississippi,62.31469736504895,608.0,96309030.0
2270,WSTCB,MS,2016,2081.0,Mississippi,62.31469736504895,608.0,96309030.0
2271,WWPRB,MS,2016,62366.0,Mississippi,62.31469736504895,608.0,96309030.0
2272,WYTCB,MS,2016,0.0,Mississippi,62.31469736504895,608.0,96309030.0
2273,BDFDB,MT,2016,3.0,Montana,31.13795175413272,90.0,2257495.0
2274,BDPRP,MT,2016,1.0,Montana,31.13795175413272,90.0,2257495.0
2275,BFFDB,MT,2016,3.0,Montana,31.13795175413272,90.0,2257495.0
2276,BFPRP,MT,2016,1.0,Montana,31.13795175413272,90.0,2257495.0
2277,CLPRB,MT,2016,572787.0,Montana,31.13795175413272,90.0,2257495.0
2278,CLPRK,MT,2016,17.714,Montana,31.13795175413272,90.0,2257495.0
2279,CLPRP,MT,2016,32336.0,Montana,31.13795175413272,90.0,2257495.0
2280,COPRK,MT,2016,5.722,Montana,31.13795175413272,90.0,2257495.0
2281,EMFDB,MT,2016,0.0,Montana,31.13795175413272,90.0,2257495.0
2282,ENPRP,MT,2016,0.0,Montana,31.13795175413272,90.0,2257495.0
2283,GETCB,MT,2016,337.0,Montana,31.13795175413272,90.0,2257495.0
2284,HYTCB,MT,2016,93082.0,Montana,31.13795175413272,90.0,2257495.0
2285,NCPRB,MT,2016,113287.0,Montana,31.13795175413272,90.0,2257495.0
2286,NGMPB,MT,2016,52130.0,Montana,31.13795175413272,90.0,2257495.0
2287,NGMPK,MT,2016,1.088,Montana,31.13795175413272,90.0,2257495.0
2288,NGMPP,MT,2016,47921.0,Montana,31.13795175413272,90.0,2257495.0
2289,NUETB,MT,2016,0.0,Montana,31.13795175413272,90.0,2257495.0
2290,PAPRB,MT,2016,132625.0,Montana,31.13795175413272,90.0,2257495.0
2291,PAPRP,MT,2016,23178.0,Montana,31.13795175413272,90.0,2257495.0
2292,REPRB,MT,2016,128095.0,Montana,31.13795175413272,90.0,2257495.0
2293,SOTCB,MT,2016,110.0,Montana,31.13795175413272,90.0,2257495.0
2294,TEPRB,MT,2016,885637.0,Montana,31.13795175413272,90.0,2257495.0
2295,TETCB,MT,2016,406422.0,Montana,31.13795175413272,90.0,2257495.0
2296,WDEXB,MT,2016,0.0,Montana,31.13795175413272,90.0,2257495.0
2297,WDPRB,MT,2016,14414.0,Montana,31.13795175413272,90.0,2257495.0
2298,WDTCB,MT,2016,14414.0,Montana,31.13795175413272,90.0,2257495.0
2299,WSTCB,MT,2016,392.0,Montana,31.13795175413272,90.0,2257495.0
2300,WWPRB,MT,2016,14805.0,Montana,31.13795175413272,90.0,2257495.0
2301,WYTCB,MT,2016,19758.0,Montana,31.13795175413272,90.0,2257495.0
2302,BDFDB,NC,2016,425.0,North Carolina,124.8957879633069,156.0,190472938.0
2303,BDPRP,NC,2016,78.0,North Carolina,124.8957879633069,156.0,190472938.0
2304,BFFDB,NC,2016,425.0,North Carolina,124.8957879633069,156.0,190472938.0
2305,BFPRP,NC,2016,78.0,North Carolina,124.8957879633069,156.0,190472938.0
2306,CLPRB,NC,2016,0.0,North Carolina,124.8957879633069,156.0,190472938.0
2307,CLPRK,NC,2016,0.0,North Carolina,124.8957879633069,156.0,190472938.0
2308,CLPRP,NC,2016,0.0,North Carolina,124.8957879633069,156.0,190472938.0
2309,COPRK,NC,2016,0.0,North Carolina,124.8957879633069,156.0,190472938.0
2310,EMFDB,NC,2016,0.0,North Carolina,124.8957879633069,156.0,190472938.0
2311,ENPRP,NC,2016,0.0,North Carolina,124.8957879633069,156.0,190472938.0
2312,GETCB,NC,2016,967.0,North Carolina,124.8957879633069,156.0,190472938.0
2313,HYTCB,NC,2016,40779.0,North Carolina,124.8957879633069,156.0,190472938.0
2314,NCPRB,NC,2016,75202.0,North Carolina,124.8957879633069,156.0,190472938.0
2315,NGMPB,NC,2016,0.0,North Carolina,124.8957879633069,156.0,190472938.0
2316,NGMPK,NC,2016,0.0,North Carolina,124.8957879633069,156.0,190472938.0
2317,NGMPP,NC,2016,0.0,North Carolina,124.8957879633069,156.0,190472938.0
2318,NUETB,NC,2016,447500.0,North Carolina,124.8957879633069,156.0,190472938.0
2319,PAPRB,NC,2016,0.0,North Carolina,124.8957879633069,156.0,190472938.0
2320,PAPRP,NC,2016,0.0,North Carolina,124.8957879633069,156.0,190472938.0
2321,REPRB,NC,2016,199520.0,North Carolina,124.8957879633069,156.0,190472938.0
2322,SOTCB,NC,2016,33397.0,North Carolina,124.8957879633069,156.0,190472938.0
2323,TEPRB,NC,2016,647020.0,North Carolina,124.8957879633069,156.0,190472938.0
2324,TETCB,NC,2016,2619589.0,North Carolina,124.8957879633069,156.0,190472938.0
2325,WDEXB,NC,2016,17887.0,North Carolina,124.8957879633069,156.0,190472938.0
2326,WDPRB,NC,2016,114422.0,North Carolina,124.8957879633069,156.0,190472938.0
2327,WDTCB,NC,2016,96534.0,North Carolina,124.8957879633069,156.0,190472938.0
2328,WSTCB,NC,2016,9472.0,North Carolina,124.8957879633069,156.0,190472938.0
2329,WWPRB,NC,2016,123894.0,North Carolina,124.8957879633069,156.0,190472938.0
2330,WYTCB,NC,2016,58.0,North Carolina,124.8957879633069,156.0,190472938.0
2331,BDFDB,ND,2016,9254.0,North Dakota,54.93206111202356,24.0,502584.0
2332,BDPRP,ND,2016,1703.0,North Dakota,54.93206111202356,24.0,502584.0
2333,BFFDB,ND,2016,65607.0,North Dakota,54.93206111202356,24.0,502584.0
2334,BFPRP,ND,2016,11587.0,North Dakota,54.93206111202356,24.0,502584.0
2335,CLPRB,ND,2016,399856.0,North Dakota,54.93206111202356,24.0,502584.0
2336,CLPRK,ND,2016,14.219,North Dakota,54.93206111202356,24.0,502584.0
2337,CLPRP,ND,2016,28121.0,North Dakota,54.93206111202356,24.0,502584.0
2338,COPRK,ND,2016,5.722,North Dakota,54.93206111202356,24.0,502584.0
2339,EMFDB,ND,2016,56353.0,North Dakota,54.93206111202356,24.0,502584.0
2340,ENPRP,ND,2016,9884.0,North Dakota,54.93206111202356,24.0,502584.0
2341,GETCB,ND,2016,978.0,North Dakota,54.93206111202356,24.0,502584.0
2342,HYTCB,ND,2016,17652.0,North Dakota,54.93206111202356,24.0,502584.0
2343,NCPRB,ND,2016,94079.0,North Dakota,54.93206111202356,24.0,502584.0
2344,NGMPB,ND,2016,766865.0,North Dakota,54.93206111202356,24.0,502584.0
2345,NGMPK,ND,2016,1.441,North Dakota,54.93206111202356,24.0,502584.0
2346,NGMPP,ND,2016,531997.0,North Dakota,54.93206111202356,24.0,502584.0
2347,NUETB,ND,2016,0.0,North Dakota,54.93206111202356,24.0,502584.0
2348,PAPRB,ND,2016,2161886.0,North Dakota,54.93206111202356,24.0,502584.0
2349,PAPRP,ND,2016,377820.0,North Dakota,54.93206111202356,24.0,502584.0
2350,REPRB,ND,2016,162635.0,North Dakota,54.93206111202356,24.0,502584.0
2351,SOTCB,ND,2016,7.0,North Dakota,54.93206111202356,24.0,502584.0
2352,TEPRB,ND,2016,3491242.0,North Dakota,54.93206111202356,24.0,502584.0
2353,TETCB,ND,2016,583657.0,North Dakota,54.93206111202356,24.0,502584.0
2354,WDEXB,ND,2016,0.0,North Dakota,54.93206111202356,24.0,502584.0
2355,WDPRB,ND,2016,1021.0,North Dakota,54.93206111202356,24.0,502584.0
2356,WDTCB,ND,2016,1021.0,North Dakota,54.93206111202356,24.0,502584.0
2357,WSTCB,ND,2016,1928.0,North Dakota,54.93206111202356,24.0,502584.0
2358,WWPRB,ND,2016,2949.0,North Dakota,54.93206111202356,24.0,502584.0
2359,WYTCB,ND,2016,75443.0,North Dakota,54.93206111202356,24.0,502584.0
2360,BDFDB,NE,2016,3464.0,Nebraska,48.35090987700524,199.0,4011050.0
2361,BDPRP,NE,2016,638.0,Nebraska,48.35090987700524,199.0,4011050.0
2362,BFFDB,NE,2016,282138.0,Nebraska,48.35090987700524,199.0,4011050.0
2363,BFPRP,NE,2016,49516.0,Nebraska,48.35090987700524,199.0,4011050.0
2364,CLPRB,NE,2016,0.0,Nebraska,48.35090987700524,199.0,4011050.0
2365,CLPRK,NE,2016,0.0,Nebraska,48.35090987700524,199.0,4011050.0
2366,CLPRP,NE,2016,0.0,Nebraska,48.35090987700524,199.0,4011050.0
2367,COPRK,NE,2016,5.722,Nebraska,48.35090987700524,199.0,4011050.0
2368,EMFDB,NE,2016,278674.0,Nebraska,48.35090987700524,199.0,4011050.0
2369,ENPRP,NE,2016,48878.0,Nebraska,48.35090987700524,199.0,4011050.0
2370,GETCB,NE,2016,1212.0,Nebraska,48.35090987700524,199.0,4011050.0
2371,HYTCB,NE,2016,7906.0,Nebraska,48.35090987700524,199.0,4011050.0
2372,NCPRB,NE,2016,44275.0,Nebraska,48.35090987700524,199.0,4011050.0
2373,NGMPB,NE,2016,557.0,Nebraska,48.35090987700524,199.0,4011050.0
2374,NGMPK,NE,2016,1.059,Nebraska,48.35090987700524,199.0,4011050.0
2375,NGMPP,NE,2016,526.0,Nebraska,48.35090987700524,199.0,4011050.0
2376,NUETB,NE,2016,97798.0,Nebraska,48.35090987700524,199.0,4011050.0
2377,PAPRB,NE,2016,12560.0,Nebraska,48.35090987700524,199.0,4011050.0
2378,PAPRP,NE,2016,2195.0,Nebraska,48.35090987700524,199.0,4011050.0
2379,REPRB,NE,2016,330919.0,Nebraska,48.35090987700524,199.0,4011050.0
2380,SOTCB,NE,2016,90.0,Nebraska,48.35090987700524,199.0,4011050.0
2381,TEPRB,NE,2016,441834.0,Nebraska,48.35090987700524,199.0,4011050.0
2382,TETCB,NE,2016,870370.0,Nebraska,48.35090987700524,199.0,4011050.0
2383,WDEXB,NE,2016,0.0,Nebraska,48.35090987700524,199.0,4011050.0
2384,WDPRB,NE,2016,2843.0,Nebraska,48.35090987700524,199.0,4011050.0
2385,WDTCB,NE,2016,2843.0,Nebraska,48.35090987700524,199.0,4011050.0
2386,WSTCB,NE,2016,1663.0,Nebraska,48.35090987700524,199.0,4011050.0
2387,WWPRB,NE,2016,4506.0,Nebraska,48.35090987700524,199.0,4011050.0
2388,WYTCB,NE,2016,35067.0,Nebraska,48.35090987700524,199.0,4011050.0
2389,BDFDB,NH,2016,399.0,New Hampshire,13.81151032061757,40.0,3111505.0
2390,BDPRP,NH,2016,73.0,New Hampshire,13.81151032061757,40.0,3111505.0
2391,BFFDB,NH,2016,399.0,New Hampshire,13.81151032061757,40.0,3111505.0
2392,BFPRP,NH,2016,73.0,New Hampshire,13.81151032061757,40.0,3111505.0
2393,CLPRB,NH,2016,0.0,New Hampshire,13.81151032061757,40.0,3111505.0
2394,CLPRK,NH,2016,0.0,New Hampshire,13.81151032061757,40.0,3111505.0
2395,CLPRP,NH,2016,0.0,New Hampshire,13.81151032061757,40.0,3111505.0
2396,COPRK,NH,2016,0.0,New Hampshire,13.81151032061757,40.0,3111505.0
2397,EMFDB,NH,2016,0.0,New Hampshire,13.81151032061757,40.0,3111505.0
2398,ENPRP,NH,2016,0.0,New Hampshire,13.81151032061757,40.0,3111505.0
2399,GETCB,NH,2016,29.0,New Hampshire,13.81151032061757,40.0,3111505.0
2400,HYTCB,NH,2016,10574.0,New Hampshire,13.81151032061757,40.0,3111505.0
2401,NCPRB,NH,2016,15141.0,New Hampshire,13.81151032061757,40.0,3111505.0
2402,NGMPB,NH,2016,0.0,New Hampshire,13.81151032061757,40.0,3111505.0
2403,NGMPK,NH,2016,0.0,New Hampshire,13.81151032061757,40.0,3111505.0
2404,NGMPP,NH,2016,0.0,New Hampshire,13.81151032061757,40.0,3111505.0
2405,NUETB,NH,2016,112551.0,New Hampshire,13.81151032061757,40.0,3111505.0
2406,PAPRB,NH,2016,0.0,New Hampshire,13.81151032061757,40.0,3111505.0
2407,PAPRP,NH,2016,0.0,New Hampshire,13.81151032061757,40.0,3111505.0
2408,REPRB,NH,2016,56290.0,New Hampshire,13.81151032061757,40.0,3111505.0
2409,SOTCB,NH,2016,547.0,New Hampshire,13.81151032061757,40.0,3111505.0
2410,TEPRB,NH,2016,168841.0,New Hampshire,13.81151032061757,40.0,3111505.0
2411,TETCB,NH,2016,307290.0,New Hampshire,13.81151032061757,40.0,3111505.0
2412,WDEXB,NH,2016,0.0,New Hampshire,13.81151032061757,40.0,3111505.0
2413,WDPRB,NH,2016,36335.0,New Hampshire,13.81151032061757,40.0,3111505.0
2414,WDTCB,NH,2016,36335.0,New Hampshire,13.81151032061757,40.0,3111505.0
2415,WSTCB,NH,2016,4415.0,New Hampshire,13.81151032061757,40.0,3111505.0
2416,WWPRB,NH,2016,40750.0,New Hampshire,13.81151032061757,40.0,3111505.0
2417,WYTCB,NH,2016,3991.0,New Hampshire,13.81151032061757,40.0,3111505.0
2418,BDFDB,NJ,2016,1246.0,New Jersey,105.6200444200179,34.0,597439.0
2419,BDPRP,NJ,2016,229.0,New Jersey,105.6200444200179,34.0,597439.0
2420,BFFDB,NJ,2016,1246.0,New Jersey,105.6200444200179,34.0,597439.0
2421,BFPRP,NJ,2016,229.0,New Jersey,105.6200444200179,34.0,597439.0
2422,CLPRB,NJ,2016,0.0,New Jersey,105.6200444200179,34.0,597439.0
2423,CLPRK,NJ,2016,0.0,New Jersey,105.6200444200179,34.0,597439.0
2424,CLPRP,NJ,2016,0.0,New Jersey,105.6200444200179,34.0,597439.0
2425,COPRK,NJ,2016,0.0,New Jersey,105.6200444200179,34.0,597439.0
2426,EMFDB,NJ,2016,0.0,New Jersey,105.6200444200179,34.0,597439.0
2427,ENPRP,NJ,2016,0.0,New Jersey,105.6200444200179,34.0,597439.0
2428,GETCB,NJ,2016,466.0,New Jersey,105.6200444200179,34.0,597439.0
2429,HYTCB,NJ,2016,88.0,New Jersey,105.6200444200179,34.0,597439.0
2430,NCPRB,NJ,2016,23007.0,New Jersey,105.6200444200179,34.0,597439.0
2431,NGMPB,NJ,2016,0.0,New Jersey,105.6200444200179,34.0,597439.0
2432,NGMPK,NJ,2016,0.0,New Jersey,105.6200444200179,34.0,597439.0
2433,NGMPP,NJ,2016,0.0,New Jersey,105.6200444200179,34.0,597439.0
2434,NUETB,NJ,2016,312569.0,New Jersey,105.6200444200179,34.0,597439.0
2435,PAPRB,NJ,2016,0.0,New Jersey,105.6200444200179,34.0,597439.0
2436,PAPRP,NJ,2016,0.0,New Jersey,105.6200444200179,34.0,597439.0
2437,REPRB,NJ,2016,46546.0,New Jersey,105.6200444200179,34.0,597439.0
2438,SOTCB,NJ,2016,22261.0,New Jersey,105.6200444200179,34.0,597439.0
2439,TEPRB,NJ,2016,359115.0,New Jersey,105.6200444200179,34.0,597439.0
2440,TETCB,NJ,2016,2140838.0,New Jersey,105.6200444200179,34.0,597439.0
2441,WDEXB,NJ,2016,0.0,New Jersey,105.6200444200179,34.0,597439.0
2442,WDPRB,NJ,2016,5994.0,New Jersey,105.6200444200179,34.0,597439.0
2443,WDTCB,NJ,2016,5994.0,New Jersey,105.6200444200179,34.0,597439.0
2444,WSTCB,NJ,2016,16299.0,New Jersey,105.6200444200179,34.0,597439.0
2445,WWPRB,NJ,2016,22293.0,New Jersey,105.6200444200179,34.0,597439.0
2446,WYTCB,NJ,2016,192.0,New Jersey,105.6200444200179,34.0,597439.0
2447,BDFDB,NM,2016,0.0,New Mexico,48.84541366287206,28.0,2015514.0
2448,BDPRP,NM,2016,0.0,New Mexico,48.84541366287206,28.0,2015514.0
2449,BFFDB,NM,2016,0.0,New Mexico,48.84541366287206,28.0,2015514.0
2450,BFPRP,NM,2016,0.0,New Mexico,48.84541366287206,28.0,2015514.0
2451,CLPRB,NM,2016,246549.0,New Mexico,48.84541366287206,28.0,2015514.0
2452,CLPRK,NM,2016,18.48,New Mexico,48.84541366287206,28.0,2015514.0
2453,CLPRP,NM,2016,13341.0,New Mexico,48.84541366287206,28.0,2015514.0
2454,COPRK,NM,2016,5.722,New Mexico,48.84541366287206,28.0,2015514.0
2455,EMFDB,NM,2016,0.0,New Mexico,48.84541366287206,28.0,2015514.0
2456,ENPRP,NM,2016,0.0,New Mexico,48.84541366287206,28.0,2015514.0
2457,GETCB,NM,2016,499.0,New Mexico,48.84541366287206,28.0,2015514.0
2458,HYTCB,NM,2016,1366.0,New Mexico,48.84541366287206,28.0,2015514.0
2459,NCPRB,NM,2016,43741.0,New Mexico,48.84541366287206,28.0,2015514.0
2460,NGMPB,NM,2016,1422598.0,New Mexico,48.84541366287206,28.0,2015514.0
2461,NGMPK,NM,2016,1.157,New Mexico,48.84541366287206,28.0,2015514.0
2462,NGMPP,NM,2016,1229647.0,New Mexico,48.84541366287206,28.0,2015514.0
2463,NUETB,NM,2016,0.0,New Mexico,48.84541366287206,28.0,2015514.0
2464,PAPRB,NM,2016,839040.0,New Mexico,48.84541366287206,28.0,2015514.0
2465,PAPRP,NM,2016,146634.0,New Mexico,48.84541366287206,28.0,2015514.0
2466,REPRB,NM,2016,54822.0,New Mexico,48.84541366287206,28.0,2015514.0
2467,SOTCB,NM,2016,8591.0,New Mexico,48.84541366287206,28.0,2015514.0
2468,TEPRB,NM,2016,2563009.0,New Mexico,48.84541366287206,28.0,2015514.0
2469,TETCB,NM,2016,673638.0,New Mexico,48.84541366287206,28.0,2015514.0
2470,WDEXB,NM,2016,0.0,New Mexico,48.84541366287206,28.0,2015514.0
